path,subtype,y,S1,S2,S3
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0000_06_01_001-5b5f2377/frame010.jpg,Flexiblemask,1,31.43193,0.000128,0.88923
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0000_06_01_001-5b5f2377/frame004.jpg,Flexiblemask,1,32.38005,0.000137,0.89104
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0000_06_01_001-5b5f2377/frame011.jpg,Flexiblemask,1,32.36261,0.000128,0.89220
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0000_06_01_001-5b5f2377/frame006.jpg,Flexiblemask,1,32.28240,0.000132,0.89405
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0000_06_01_001-5b5f2377/frame000.jpg,Flexiblemask,1,31.85521,0.000129,0.88977
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0000_06_01_001-5b5f2377/frame007.jpg,Flexiblemask,1,32.51078,0.000132,0.89090
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0000_06_01_001-5b5f2377/frame001.jpg,Flexiblemask,1,32.77112,0.000130,0.89838
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0000_06_01_001-5b5f2377/frame002.jpg,Flexiblemask,1,32.14310,0.000132,0.89086
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame005.jpg,Flexiblemask,1,-5.96223,0.000005,0.27811
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame008.jpg,Flexiblemask,1,-5.35907,0.000005,0.28540
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame009.jpg,Flexiblemask,1,-5.10514,-0.000002,0.29334
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame003.jpg,Flexiblemask,1,-4.71497,-0.000014,0.29678
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame010.jpg,Flexiblemask,1,-4.59650,-0.000009,0.30464
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame004.jpg,Flexiblemask,1,-5.74668,-0.000001,0.28148
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame011.jpg,Flexiblemask,1,-5.40302,-0.000004,0.28893
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame006.jpg,Flexiblemask,1,-4.87904,-0.000002,0.29537
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame000.jpg,Flexiblemask,1,-5.17443,0.000002,0.28652
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame007.jpg,Flexiblemask,1,-4.94692,-0.000003,0.29798
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame001.jpg,Flexiblemask,1,-4.90402,0.000000,0.29297
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-6a6172f3/frame002.jpg,Flexiblemask,1,-3.25937,-0.000049,0.33107
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame005.jpg,Flexiblemask,1,-8.02904,-0.000027,0.21940
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame008.jpg,Flexiblemask,1,-8.10437,-0.000030,0.21630
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame009.jpg,Flexiblemask,1,-8.62570,-0.000022,0.20467
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame003.jpg,Flexiblemask,1,-8.09976,-0.000008,0.22751
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame010.jpg,Flexiblemask,1,-7.46871,-0.000035,0.23551
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame004.jpg,Flexiblemask,1,-8.23381,-0.000024,0.21528
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame011.jpg,Flexiblemask,1,-7.98698,-0.000028,0.21802
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame006.jpg,Flexiblemask,1,-6.69688,-0.000047,0.25032
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame000.jpg,Flexiblemask,1,-8.04024,-0.000016,0.22399
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame007.jpg,Flexiblemask,1,-5.61964,-0.000070,0.26959
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame001.jpg,Flexiblemask,1,-8.35702,-0.000014,0.21285
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0001_0022_06_01_001-b709ca72/frame002.jpg,Flexiblemask,1,-7.42856,-0.000021,0.24586
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame005.jpg,Flexiblemask,1,31.92578,0.000108,0.88060
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame008.jpg,Flexiblemask,1,31.68946,0.000114,0.88145
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame009.jpg,Flexiblemask,1,32.10300,0.000108,0.88368
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame003.jpg,Flexiblemask,1,32.00460,0.000111,0.88199
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame010.jpg,Flexiblemask,1,32.36928,0.000111,0.88565
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame004.jpg,Flexiblemask,1,31.52365,0.000109,0.88227
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame011.jpg,Flexiblemask,1,31.92500,0.000112,0.88228
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame006.jpg,Flexiblemask,1,31.78325,0.000111,0.88075
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame000.jpg,Flexiblemask,1,32.00483,0.000112,0.88074
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame007.jpg,Flexiblemask,1,31.51717,0.000114,0.88127
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame001.jpg,Flexiblemask,1,31.25577,0.000111,0.87828
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-490aa311/frame002.jpg,Flexiblemask,1,31.17306,0.000115,0.88030
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame005.jpg,Flexiblemask,1,32.55356,0.000087,0.88046
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame008.jpg,Flexiblemask,1,32.64203,0.000094,0.88730
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame009.jpg,Flexiblemask,1,32.56716,0.000088,0.87885
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame003.jpg,Flexiblemask,1,33.47674,0.000087,0.88524
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame010.jpg,Flexiblemask,1,33.19492,0.000087,0.88504
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame004.jpg,Flexiblemask,1,31.97046,0.000087,0.87800
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame011.jpg,Flexiblemask,1,32.02520,0.000093,0.88397
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame006.jpg,Flexiblemask,1,33.37682,0.000090,0.88974
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame000.jpg,Flexiblemask,1,33.04827,0.000085,0.88612
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame007.jpg,Flexiblemask,1,32.59615,0.000087,0.88419
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame001.jpg,Flexiblemask,1,32.62635,0.000086,0.88308
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0000_06_01_003-c8cc6b37/frame002.jpg,Flexiblemask,1,31.92151,0.000094,0.88360
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame005.jpg,Flexiblemask,1,2.72433,-0.000050,0.45757
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame008.jpg,Flexiblemask,1,1.70109,-0.000050,0.43852
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame009.jpg,Flexiblemask,1,2.26475,-0.000053,0.45064
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame003.jpg,Flexiblemask,1,2.11188,-0.000049,0.44628
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame010.jpg,Flexiblemask,1,2.28507,-0.000057,0.44760
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame004.jpg,Flexiblemask,1,3.03164,-0.000059,0.45250
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame011.jpg,Flexiblemask,1,1.93431,-0.000049,0.44472
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame006.jpg,Flexiblemask,1,2.53434,-0.000070,0.43266
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame000.jpg,Flexiblemask,1,3.25098,-0.000057,0.45198
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame007.jpg,Flexiblemask,1,2.68716,-0.000069,0.44022
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame001.jpg,Flexiblemask,1,5.12192,-0.000042,0.49087
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-6e9d5758/frame002.jpg,Flexiblemask,1,3.83883,-0.000056,0.46896
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame005.jpg,Flexiblemask,1,-3.14920,-0.000012,0.34144
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame008.jpg,Flexiblemask,1,-1.67993,-0.000024,0.36422
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame009.jpg,Flexiblemask,1,-2.58365,-0.000013,0.35062
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame003.jpg,Flexiblemask,1,-4.24724,-0.000002,0.31859
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame010.jpg,Flexiblemask,1,-2.66775,-0.000013,0.34511
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame004.jpg,Flexiblemask,1,-3.91635,-0.000001,0.32737
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame011.jpg,Flexiblemask,1,-2.98528,-0.000028,0.34243
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame006.jpg,Flexiblemask,1,-2.48003,-0.000019,0.35842
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame000.jpg,Flexiblemask,1,-3.98250,-0.000001,0.32022
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame007.jpg,Flexiblemask,1,-2.68179,-0.000013,0.34885
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame001.jpg,Flexiblemask,1,-3.13238,-0.000011,0.33637
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0012_0018_06_01_003-7ba99138/frame002.jpg,Flexiblemask,1,-1.89267,-0.000017,0.35491
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame005.jpg,Flexiblemask,1,35.02340,0.000127,0.87286
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame008.jpg,Flexiblemask,1,35.97809,0.000127,0.87532
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame009.jpg,Flexiblemask,1,35.28748,0.000130,0.87177
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame003.jpg,Flexiblemask,1,35.32046,0.000128,0.87030
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame010.jpg,Flexiblemask,1,36.11572,0.000115,0.87451
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame004.jpg,Flexiblemask,1,35.41434,0.000116,0.87493
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame011.jpg,Flexiblemask,1,35.92098,0.000129,0.87246
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame006.jpg,Flexiblemask,1,36.29354,0.000123,0.87837
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame000.jpg,Flexiblemask,1,35.56604,0.000125,0.87220
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame007.jpg,Flexiblemask,1,35.65978,0.000130,0.87092
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame001.jpg,Flexiblemask,1,35.13797,0.000124,0.87025
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-346d8d6e/frame002.jpg,Flexiblemask,1,35.80683,0.000132,0.87744
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame005.jpg,Flexiblemask,1,32.34399,0.000084,0.88481
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame008.jpg,Flexiblemask,1,32.78906,0.000086,0.88486
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame009.jpg,Flexiblemask,1,32.44944,0.000087,0.88245
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame003.jpg,Flexiblemask,1,31.68941,0.000094,0.87707
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame010.jpg,Flexiblemask,1,32.37750,0.000090,0.88724
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame004.jpg,Flexiblemask,1,32.87254,0.000088,0.88240
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame011.jpg,Flexiblemask,1,33.10619,0.000090,0.88410
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame006.jpg,Flexiblemask,1,32.68856,0.000087,0.88772
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame000.jpg,Flexiblemask,1,32.69322,0.000080,0.88575
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame007.jpg,Flexiblemask,1,32.51193,0.000082,0.88172
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame001.jpg,Flexiblemask,1,33.19087,0.000089,0.88708
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0000_06_01_004-a17fbc27/frame002.jpg,Flexiblemask,1,33.13373,0.000087,0.88465
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame005.jpg,Flexiblemask,1,-3.33543,0.000080,0.39737
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame008.jpg,Flexiblemask,1,-3.05422,0.000075,0.39693
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame009.jpg,Flexiblemask,1,-2.91450,0.000080,0.40377
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame003.jpg,Flexiblemask,1,-3.50586,0.000081,0.39273
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame010.jpg,Flexiblemask,1,-2.89406,0.000085,0.40907
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame004.jpg,Flexiblemask,1,-3.73074,0.000083,0.38641
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame011.jpg,Flexiblemask,1,-3.32010,0.000080,0.39572
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame006.jpg,Flexiblemask,1,-3.04723,0.000078,0.40099
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame000.jpg,Flexiblemask,1,-2.47805,0.000080,0.40909
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame007.jpg,Flexiblemask,1,-3.03543,0.000079,0.40031
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame001.jpg,Flexiblemask,1,-2.96474,0.000083,0.39984
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-247fdd35/frame002.jpg,Flexiblemask,1,-2.90094,0.000082,0.40617
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame005.jpg,Flexiblemask,1,-3.13184,0.000064,0.39031
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame008.jpg,Flexiblemask,1,-3.70743,0.000067,0.37524
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame009.jpg,Flexiblemask,1,-3.45943,0.000065,0.37718
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame003.jpg,Flexiblemask,1,-2.78992,0.000061,0.39879
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame010.jpg,Flexiblemask,1,-2.86761,0.000059,0.39471
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame004.jpg,Flexiblemask,1,-2.47319,0.000064,0.40702
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame011.jpg,Flexiblemask,1,-2.65071,0.000063,0.41123
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame006.jpg,Flexiblemask,1,-2.91995,0.000055,0.39481
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame000.jpg,Flexiblemask,1,-3.20880,0.000068,0.38949
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame007.jpg,Flexiblemask,1,-3.36988,0.000065,0.38526
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame001.jpg,Flexiblemask,1,-2.53628,0.000063,0.40154
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0016_0079_06_01_004-f9cf7aba/frame002.jpg,Flexiblemask,1,-2.44168,0.000062,0.40690
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame005.jpg,Flexiblemask,1,36.59052,0.000041,0.91132
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame008.jpg,Flexiblemask,1,36.13467,0.000043,0.90674
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame009.jpg,Flexiblemask,1,35.31506,0.000051,0.90734
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame003.jpg,Flexiblemask,1,35.97940,0.000044,0.90786
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame010.jpg,Flexiblemask,1,35.15948,0.000045,0.90796
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame004.jpg,Flexiblemask,1,35.80144,0.000050,0.90610
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame011.jpg,Flexiblemask,1,35.26580,0.000047,0.90266
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame006.jpg,Flexiblemask,1,36.29058,0.000053,0.90926
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame000.jpg,Flexiblemask,1,35.66477,0.000050,0.90844
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame007.jpg,Flexiblemask,1,36.70369,0.000044,0.90937
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame001.jpg,Flexiblemask,1,36.79195,0.000037,0.90911
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-03cec052/frame002.jpg,Flexiblemask,1,35.72256,0.000048,0.90860
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-9c0458fa/frame005.jpg,Flexiblemask,1,34.32887,0.000061,0.90449
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-9c0458fa/frame008.jpg,Flexiblemask,1,35.10752,0.000061,0.90539
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-9c0458fa/frame009.jpg,Flexiblemask,1,35.35532,0.000064,0.90484
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-9c0458fa/frame003.jpg,Flexiblemask,1,34.50776,0.000067,0.90664
/mnt/d1/data/HQ-WMCA/frames/Flexiblemask/1_01_0018_0000_06_01_005-9c0458fa/frame010.jpg,Flexiblemask,1,34.30137,0.000063,0.90266
